ref,text,translated,similarity_score,source_zip_file,language_pair,source_lang,target_lang,model,file_path,similarity_score_pct
Jesus also said: You don't light a lamp and put it under a clay pot or under a bed. Don't you put a lamp on a lampstand?,"Zezi daa ma maŋɩ o brɩ-ba o wɩ: «Nɔɔnʋ na tarɩgɩ kanɩa, oó sɛ o kwe-ka o pu tɩtɔgɔ kuri nɩ, naa o zɩgɩ-ka gadogo kuri nɩ na? Aye. Oó kwe-ka o palɩ wɛɛnɩ mʋ.",,0.07141292,output_23092025,xsm-eng,xsm,eng,qwen3-32b,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_qwen3-32b.csv,7.141292000000001
"Then he looked at the people sitting around him and said, “Here are my mother and my brothers.",O laan ma nii balʋ na je ba gilim-o tɩn seeni yɩ o wɩ: «Amʋ nu dɩ a nyaana mʋ tɩntʋ.,"Oh, you people, if someone does something bad to you, you will say: ""This is what you have done to me.""",0.2937713,output_23092025-2,xsm-eng,xsm,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_kimi-k2-instruct-0905.csv,29.37713
The food you put into your mouth doesn't make you unclean and unfit to worship God. The bad words that come out of your mouth are what make you unclean.”,Kʋ daɩ woŋo kʋlʋ na tɔgɩ nɔɔnʋ ni kʋ zʋ o wʋ tɩn mʋ cɔg-o. Kʋ yɩ woŋo kʋlʋ na tɔgɩ nɔɔnʋ ni kʋ nuŋi tɩn mʋ cɔg-o.»,"He said that if he had known that the child was his, he would have taken care of him. He said that if he had known that the child was his, he would have raised him.",0.2066276,output_23092025-2,xsm-eng,xsm,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_kimi-k2-instruct-0905.csv,20.66276
"The disciples led the donkey to Jesus. They put some of their clothes on its back, and Jesus got on.","Ba ma ja bɩna-pɔla kam ba ja vu ba yi Zezi te. Ba laan ma kwe ba gwaarʋ ba daŋɩ ka baŋa nɩ. Zezi ma di ka baŋa, yɩ ba ve ba maa kɛa.","They said that their children should go to Zezi's place. They told them to take their things and go there to learn. Zezi will teach them, so they should go there.",0.24197389,output_23092025-2,xsm-eng,xsm,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_kimi-k2-instruct-0905.csv,24.197389
"While Jesus was still speaking, some people came from Jairus' home and said, “Your daughter has died! Why bother the teacher anymore?”","Zezi ta na wʋra o ŋɔɔnɩ kʋntʋ tɩn, nɔɔna badonnǝ ma nuŋi Zayirusi sɔŋɔ ba ba, ba ta dɩd-o ba wɩ: «N bukɔ wʋm tɩga. Daa n yɩ ta n jɩgɩ karanyɩna kam n yaara.»","Zezi went to the river to fetch water, and when she returned, the people of Zayirusu asked her, “Where have you been? We looked for you everywhere but couldn’t find you.”",0.31091505,output_23092025-2,xsm-eng,xsm,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_kimi-k2-instruct-0905.csv,31.091505
"Peter replied, “What did you mean when you talked about the things that make people unclean?”","Pɩyɛɛrɩ laan ma ta dɩ Zezi, sɩ o brɩ-ba taanɩ dɩm kuri na yɩ te tɩn.",The boy said to Zezi that he would come back tomorrow to see her.,0.15544677,output_23092025-2,xsm-eng,xsm,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_kimi-k2-instruct-0905.csv,15.544677000000002
"Then he looked at the people sitting around him and said, “Here are my mother and my brothers.",O laan ma nii balʋ na je ba gilim-o tɩn seeni yɩ o wɩ: «Amʋ nu dɩ a nyaana mʋ tɩntʋ.,"Oh, you people, if someone does something bad to you, you will say: ""This is what you have done to me.""",0.2937713,output_23092025,xsm-eng,xsm,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_kimi-k2-instruct-0905.csv,29.37713
The food you put into your mouth doesn't make you unclean and unfit to worship God. The bad words that come out of your mouth are what make you unclean.”,Kʋ daɩ woŋo kʋlʋ na tɔgɩ nɔɔnʋ ni kʋ zʋ o wʋ tɩn mʋ cɔg-o. Kʋ yɩ woŋo kʋlʋ na tɔgɩ nɔɔnʋ ni kʋ nuŋi tɩn mʋ cɔg-o.»,"He said that if he had known that the child was his, he would have taken care of him. He said that if he had known that the child was his, he would have raised him.",0.2066276,output_23092025,xsm-eng,xsm,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_kimi-k2-instruct-0905.csv,20.66276
"The disciples led the donkey to Jesus. They put some of their clothes on its back, and Jesus got on.","Ba ma ja bɩna-pɔla kam ba ja vu ba yi Zezi te. Ba laan ma kwe ba gwaarʋ ba daŋɩ ka baŋa nɩ. Zezi ma di ka baŋa, yɩ ba ve ba maa kɛa.","They said that their children should go to Zezi's place. They told them to take their things and go there to learn. Zezi will teach them, so they should go there.",0.24197389,output_23092025,xsm-eng,xsm,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_kimi-k2-instruct-0905.csv,24.197389
"While Jesus was still speaking, some people came from Jairus' home and said, “Your daughter has died! Why bother the teacher anymore?”","Zezi ta na wʋra o ŋɔɔnɩ kʋntʋ tɩn, nɔɔna badonnǝ ma nuŋi Zayirusi sɔŋɔ ba ba, ba ta dɩd-o ba wɩ: «N bukɔ wʋm tɩga. Daa n yɩ ta n jɩgɩ karanyɩna kam n yaara.»","Zezi went to the river to fetch water, and when she returned, the people of Zayirusu asked her, “Where have you been? We looked for you everywhere but couldn’t find you.”",0.31091505,output_23092025,xsm-eng,xsm,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_kimi-k2-instruct-0905.csv,31.091505
"Peter replied, “What did you mean when you talked about the things that make people unclean?”","Pɩyɛɛrɩ laan ma ta dɩ Zezi, sɩ o brɩ-ba taanɩ dɩm kuri na yɩ te tɩn.",The boy said to Zezi that he would come back tomorrow to see her.,0.15544677,output_23092025,xsm-eng,xsm,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_kimi-k2-instruct-0905.csv,15.544677000000002
"After Jesus told the crowd to sit down, he took the seven loaves and gave thanks. He then broke the loaves and handed them to his disciples, who passed them out to the crowd.","Zezi laan ma ta dɩ kɔgɔ kʋm sɩ ba maama jǝni tɩga nɩ. O ma kwe dɩpwa yarpɛ yam yɩ o kɩ Wɛ le ya ŋwaanɩ. O ma ja-ya o fɔ fɔ o pa o karabiǝ bam, yɩ bantʋ dɩ laan joŋi ba ja vu ba pa nɔɔna bam.","My child, do not go to the market to buy things for your mother. I will give you money to buy what you need. I will give you money to buy what you need. I will give you money to buy what you need. I will give you money to buy what you need.",0.07867492,output_23092025-2,xsm-eng,xsm,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gemma2-9b-it.csv,7.8674919999999995
"When Jesus and his disciples were near the town of Caesarea Philippi, he asked them, “What do people say about the Son of Man?”",Zezi dɛɛn ma vu o yi Sezaarɩ kʋlʋ na yɩ Filipi tɩʋ tɩn. O ma bwe o karabiǝ bam o wɩ: «Nɔɔna yǝni ba tɛ amʋ Nabiin-bu wʋm taanɩ ba wɩ amʋ yɩ wɔɔ mʋ?»,"Then Jesus said to them, ""Why are you troubled? And why do doubts arise in your hearts?  """,0.573992,output_23092025-2,xsm-eng,xsm,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gemma2-9b-it.csv,57.39919999999999
"Then Jesus spoke sternly to the demon. It went out of the boy, and right then he was healed.","Zezi laan ma bagɩ cicirǝ kalʋ na jɩgɩ bu wʋm tɩn, o pa ka nuŋi ka yag-o. O ma da o na yazurǝ maŋa kam kʋntʋ nɩ nɔ́ɔ.","Zezi said that she did not eat beans because she was not hungry, but she would eat them later. She said that she would not eat them now because she was full.",0.18805583,output_23092025-2,xsm-eng,xsm,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gemma2-9b-it.csv,18.805583000000002
And no one should separate a couple that God has joined together.”,"Wɛ na kɩ nɔɔna balʋ daanɩ tɩn, nɔɔn-nɔɔnʋ daa wʋ maŋɩ sɩ o pɔɔrɩ-ba daanɩ.»","We are going to tell you a story, a story that will make you laugh and cry.",0.15210024,output_23092025-2,xsm-eng,xsm,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gemma2-9b-it.csv,15.210024
"But when Jesus turned and saw the disciples, he corrected Peter. He said to him, “Satan, get away from me! You are thinking like everyone else and not like God.”","Zezi ma guni o nii o karabiǝ bam seeni, yɩ o bagɩ Pɩyɛɛrɩ o wɩ: «Sʋtaanɩ, ve daa a tee nɩ! Nmʋ wʋbʋŋa yam yɩ nabiinǝ nyɩm mʋ, sɩ ya ba tɔgɩ Wɛ na lagɩ te tɩn.»","“My son, I have seen your face in the dream, and I have heard the voice of Pɩyɛɛrɩ say to me: ‘Sʋtaanɩ, you will be a great man! You will be known throughout the land, and your name will be spoken in every corner.’”",0.30421272,output_23092025-2,xsm-eng,xsm,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gemma2-9b-it.csv,30.421272
"After Jesus told the crowd to sit down, he took the seven loaves and gave thanks. He then broke the loaves and handed them to his disciples, who passed them out to the crowd.","Zezi laan ma ta dɩ kɔgɔ kʋm sɩ ba maama jǝni tɩga nɩ. O ma kwe dɩpwa yarpɛ yam yɩ o kɩ Wɛ le ya ŋwaanɩ. O ma ja-ya o fɔ fɔ o pa o karabiǝ bam, yɩ bantʋ dɩ laan joŋi ba ja vu ba pa nɔɔna bam.","My child, do not go to the market to buy things for your mother. I will give you money to buy what you need. I will give you money to buy what you need. I will give you money to buy what you need. I will give you money to buy what you need.",0.07867492,output_23092025,xsm-eng,xsm,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gemma2-9b-it.csv,7.8674919999999995
"When Jesus and his disciples were near the town of Caesarea Philippi, he asked them, “What do people say about the Son of Man?”",Zezi dɛɛn ma vu o yi Sezaarɩ kʋlʋ na yɩ Filipi tɩʋ tɩn. O ma bwe o karabiǝ bam o wɩ: «Nɔɔna yǝni ba tɛ amʋ Nabiin-bu wʋm taanɩ ba wɩ amʋ yɩ wɔɔ mʋ?»,"Then Jesus said to them, ""Why are you troubled? And why do doubts arise in your hearts?  """,0.573992,output_23092025,xsm-eng,xsm,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gemma2-9b-it.csv,57.39919999999999
"Then Jesus spoke sternly to the demon. It went out of the boy, and right then he was healed.","Zezi laan ma bagɩ cicirǝ kalʋ na jɩgɩ bu wʋm tɩn, o pa ka nuŋi ka yag-o. O ma da o na yazurǝ maŋa kam kʋntʋ nɩ nɔ́ɔ.","Zezi said that she did not eat beans because she was not hungry, but she would eat them later. She said that she would not eat them now because she was full.",0.18805583,output_23092025,xsm-eng,xsm,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gemma2-9b-it.csv,18.805583000000002
And no one should separate a couple that God has joined together.”,"Wɛ na kɩ nɔɔna balʋ daanɩ tɩn, nɔɔn-nɔɔnʋ daa wʋ maŋɩ sɩ o pɔɔrɩ-ba daanɩ.»","We are going to tell you a story, a story that will make you laugh and cry.",0.15210024,output_23092025,xsm-eng,xsm,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gemma2-9b-it.csv,15.210024
"But when Jesus turned and saw the disciples, he corrected Peter. He said to him, “Satan, get away from me! You are thinking like everyone else and not like God.”","Zezi ma guni o nii o karabiǝ bam seeni, yɩ o bagɩ Pɩyɛɛrɩ o wɩ: «Sʋtaanɩ, ve daa a tee nɩ! Nmʋ wʋbʋŋa yam yɩ nabiinǝ nyɩm mʋ, sɩ ya ba tɔgɩ Wɛ na lagɩ te tɩn.»","“My son, I have seen your face in the dream, and I have heard the voice of Pɩyɛɛrɩ say to me: ‘Sʋtaanɩ, you will be a great man! You will be known throughout the land, and your name will be spoken in every corner.’”",0.30421272,output_23092025,xsm-eng,xsm,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gemma2-9b-it.csv,30.421272
Simon and the others started looking for him.,Simɔn-ba laan ma zaŋɩ ba nuŋi sɩ ba beeri o jǝgǝ.,Simon's mother gave birth to him when she was still young.,0.47728088,output_23092025-2,xsm-eng,xsm,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_llama-4-maverick-17b-128e-instruct.csv,47.728088
Jesus went with Jairus. Many people followed along and kept crowding around.,"Zezi ma sɛ yɩ o tɔgɩ dɩd-o o ma ve. Kɔ-fɔrɔ dɩ maa tɔg-o, yɩ ba pɩɩn-o zanzan.","They say if you hold its tail, it will bite you. If you hold it by the tail, it will bite you very badly.",-0.027313612,output_23092025-2,xsm-eng,xsm,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_llama-4-maverick-17b-128e-instruct.csv,-2.7313612000000003
and he taught them:,O laan ma puli o brɩ-ba o wɩ:,The dog chases the sheep.,-0.021406472,output_23092025-2,xsm-eng,xsm,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_llama-4-maverick-17b-128e-instruct.csv,-2.1406472
"But if the sky is red and gloomy in the morning, you say it is going to rain. You can tell what the weather will be like by looking at the sky. But you don't understand what is happening now.","Kʋ nan na yɩ zɩzɩnzɩŋa yɩ wɛyuu na yɩ liirǝ liirǝ, á yǝni á tɛ á wɩ, dʋa mʋ lagɩ ka nɩ. Abam yǝni á waɩ á nii wɛyuu nɩ á lwarɩ tɩga kam yibiyǝ na wʋ́ ta yɩ te tɩn. Bɛɛ nan mʋ yɩ á warɩ á lwarɩ nɩ wǝǝnu tɩlʋ na wʋra tɩ kɩ lele tɩn brɩ Wɛ na lagɩ DƖ kɩ wo-kamunnu tɩlʋ tɩn?","What is making this place be so noisy, is it not a child that is crying, let me go and see what is happening. Is it not Abam who is making so much noise, let me go and see what she has done. What is making her cry like this and making such a big commotion, is it not Wɛ and lagɩ DƖ who are quarreling again?",0.15982294,output_23092025-2,xsm-eng,xsm,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_llama-4-maverick-17b-128e-instruct.csv,15.982294
John's followers took his body and buried it. Then they told Jesus what had happened. Jesus Feeds Five Thousand (Mark,Zan karabiǝ bam ma zaŋɩ ba vu ba kwe o yɩra yam ba ja vu ba kɩ. Ba laan ma vu ba ta dɩ Zezi kʋlʋ na kɩ tɩn. Zezi na pɛ baara mʋrr-tɩnu (,The man took his bow and arrows and went to the farm to hunt game. He walked and came to the forest where the guinea fowl was. The guinea fowl saw him and ran away quickly.,0.21418269,output_23092025-2,xsm-eng,xsm,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_llama-4-maverick-17b-128e-instruct.csv,21.418269000000002
Simon and the others started looking for him.,Simɔn-ba laan ma zaŋɩ ba nuŋi sɩ ba beeri o jǝgǝ.,Simon's mother gave birth to him when she was still young.,0.47728088,output_23092025,xsm-eng,xsm,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_llama-4-maverick-17b-128e-instruct.csv,47.728088
Jesus went with Jairus. Many people followed along and kept crowding around.,"Zezi ma sɛ yɩ o tɔgɩ dɩd-o o ma ve. Kɔ-fɔrɔ dɩ maa tɔg-o, yɩ ba pɩɩn-o zanzan.","They say if you hold its tail, it will bite you. If you hold it by the tail, it will bite you very badly.",-0.027313612,output_23092025,xsm-eng,xsm,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_llama-4-maverick-17b-128e-instruct.csv,-2.7313612000000003
and he taught them:,O laan ma puli o brɩ-ba o wɩ:,The dog chases the sheep.,-0.021406472,output_23092025,xsm-eng,xsm,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_llama-4-maverick-17b-128e-instruct.csv,-2.1406472
"But if the sky is red and gloomy in the morning, you say it is going to rain. You can tell what the weather will be like by looking at the sky. But you don't understand what is happening now.","Kʋ nan na yɩ zɩzɩnzɩŋa yɩ wɛyuu na yɩ liirǝ liirǝ, á yǝni á tɛ á wɩ, dʋa mʋ lagɩ ka nɩ. Abam yǝni á waɩ á nii wɛyuu nɩ á lwarɩ tɩga kam yibiyǝ na wʋ́ ta yɩ te tɩn. Bɛɛ nan mʋ yɩ á warɩ á lwarɩ nɩ wǝǝnu tɩlʋ na wʋra tɩ kɩ lele tɩn brɩ Wɛ na lagɩ DƖ kɩ wo-kamunnu tɩlʋ tɩn?","What is making this place be so noisy, is it not a child that is crying, let me go and see what is happening. Is it not Abam who is making so much noise, let me go and see what she has done. What is making her cry like this and making such a big commotion, is it not Wɛ and lagɩ DƖ who are quarreling again?",0.15982294,output_23092025,xsm-eng,xsm,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_llama-4-maverick-17b-128e-instruct.csv,15.982294
John's followers took his body and buried it. Then they told Jesus what had happened. Jesus Feeds Five Thousand (Mark,Zan karabiǝ bam ma zaŋɩ ba vu ba kwe o yɩra yam ba ja vu ba kɩ. Ba laan ma vu ba ta dɩ Zezi kʋlʋ na kɩ tɩn. Zezi na pɛ baara mʋrr-tɩnu (,The man took his bow and arrows and went to the farm to hunt game. He walked and came to the forest where the guinea fowl was. The guinea fowl saw him and ran away quickly.,0.21418269,output_23092025,xsm-eng,xsm,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_llama-4-maverick-17b-128e-instruct.csv,21.418269000000002
"Jesus looked closely at the man. He liked him and said, “There's one thing you still need to do. Go sell everything you own. Give the money to the poor, and you will have riches in heaven. Then come with me.”","Zezi ma nii-o dɩ sono, yɩ o ta dɩd-o o wɩ: «Kʋ nan ta gɛ woŋo dɩdʋa mʋ sɩ n kɩ. Ve sɔŋɔ n kwe woŋo kʋlʋ maama n na jɩgɩ tɩn n yǝgi, sɩ n laan kwe tɩ sǝbu kʋm n ma n wǝli yinigǝ tiinǝ. Kʋntʋ wʋ́ pa n ta n jɩgɩ jɩjɩgɩrʋ zanzan Wɛ-sɔŋɔ nɩ. Nmʋ na kɩ kʋntʋ, sɩ n laan ba n ta n tɔgɩ-nɩ.»",,0.14157978,output_23092025-2,xsm-eng,xsm,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gpt-oss-120b.csv,14.157977999999998
"During the meal Jesus took some bread in his hands. He blessed the bread and broke it. Then he gave it to his disciples and said, “Take this and eat it. This is my body.”","Ba na wʋra ba di maŋa kalʋ tɩn, Zezi ma kwe dɩpɛ yɩ o kɩ Wɛ le dɩ ŋwaanɩ. O ma daarɩ o fɔ-dɩ o pa o karabiǝ bam yɩ o wɩ: «Joŋi-na á di, sɩ dɩntʋ yɩ a yɩra mʋ.»",,0.1187898,output_23092025-2,xsm-eng,xsm,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gpt-oss-120b.csv,11.87898
"when four people came up, carrying a man on a mat because he could not walk.","O na wʋra o brɩ-ba kʋntʋ tɩn, nɔɔna badonnǝ ya jɩgɩ kɔrɔ ba bɩɩnɩ o te, yɩ nɔɔna bana zɩŋ-o dɩ gungolo.",,0.10739721,output_23092025-2,xsm-eng,xsm,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gpt-oss-120b.csv,10.739721000000001
"The men in the boat worshiped Jesus and said, “You really are the Son of God!” Jesus Heals Sick People in Gennesaret (Mark","Nɔɔna balʋ na wʋ naboro kʋm wʋnɩ tɩn ma kuni doonǝ ba zuli Zezi, yɩ ba ta ba wɩ: «N sɩɩnɩ n yɩ Baŋa-Wɛ Bu cɩga cɩga.»",,0.0981731,output_23092025-2,xsm-eng,xsm,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gpt-oss-120b.csv,9.817309999999999
"The king will say to them, “Whenever you failed to help any of my people, no matter how unimportant they seemed, you failed to do it for me.”","O ma wʋ́ ta dɩ ba o wɩ: ‹A lagɩ a ta cɩga mʋ dɩ abam sɩ, abam na vɩn sɩ á wǝli amʋ nɔɔna bam tɩn, kʋ na maŋɩ kʋ yɩ wʋlʋ na tiini o muri ba maama wʋnɩ tɩn dɩ, kʋ yɩ amʋ mʋ á vɩn sɩ á wǝli.›",,0.062156964,output_23092025-2,xsm-eng,xsm,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gpt-oss-120b.csv,6.215696400000001
"Jesus looked closely at the man. He liked him and said, “There's one thing you still need to do. Go sell everything you own. Give the money to the poor, and you will have riches in heaven. Then come with me.”","Zezi ma nii-o dɩ sono, yɩ o ta dɩd-o o wɩ: «Kʋ nan ta gɛ woŋo dɩdʋa mʋ sɩ n kɩ. Ve sɔŋɔ n kwe woŋo kʋlʋ maama n na jɩgɩ tɩn n yǝgi, sɩ n laan kwe tɩ sǝbu kʋm n ma n wǝli yinigǝ tiinǝ. Kʋntʋ wʋ́ pa n ta n jɩgɩ jɩjɩgɩrʋ zanzan Wɛ-sɔŋɔ nɩ. Nmʋ na kɩ kʋntʋ, sɩ n laan ba n ta n tɔgɩ-nɩ.»",,0.14157978,output_23092025,xsm-eng,xsm,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gpt-oss-120b.csv,14.157977999999998
"During the meal Jesus took some bread in his hands. He blessed the bread and broke it. Then he gave it to his disciples and said, “Take this and eat it. This is my body.”","Ba na wʋra ba di maŋa kalʋ tɩn, Zezi ma kwe dɩpɛ yɩ o kɩ Wɛ le dɩ ŋwaanɩ. O ma daarɩ o fɔ-dɩ o pa o karabiǝ bam yɩ o wɩ: «Joŋi-na á di, sɩ dɩntʋ yɩ a yɩra mʋ.»",,0.1187898,output_23092025,xsm-eng,xsm,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gpt-oss-120b.csv,11.87898
"when four people came up, carrying a man on a mat because he could not walk.","O na wʋra o brɩ-ba kʋntʋ tɩn, nɔɔna badonnǝ ya jɩgɩ kɔrɔ ba bɩɩnɩ o te, yɩ nɔɔna bana zɩŋ-o dɩ gungolo.",,0.10739721,output_23092025,xsm-eng,xsm,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gpt-oss-120b.csv,10.739721000000001
"The men in the boat worshiped Jesus and said, “You really are the Son of God!” Jesus Heals Sick People in Gennesaret (Mark","Nɔɔna balʋ na wʋ naboro kʋm wʋnɩ tɩn ma kuni doonǝ ba zuli Zezi, yɩ ba ta ba wɩ: «N sɩɩnɩ n yɩ Baŋa-Wɛ Bu cɩga cɩga.»",,0.0981731,output_23092025,xsm-eng,xsm,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gpt-oss-120b.csv,9.817309999999999
"The king will say to them, “Whenever you failed to help any of my people, no matter how unimportant they seemed, you failed to do it for me.”","O ma wʋ́ ta dɩ ba o wɩ: ‹A lagɩ a ta cɩga mʋ dɩ abam sɩ, abam na vɩn sɩ á wǝli amʋ nɔɔna bam tɩn, kʋ na maŋɩ kʋ yɩ wʋlʋ na tiini o muri ba maama wʋnɩ tɩn dɩ, kʋ yɩ amʋ mʋ á vɩn sɩ á wǝli.›",,0.062156964,output_23092025,xsm-eng,xsm,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/xsm-eng/xsm-eng_gpt-oss-120b.csv,6.215696400000001
"But the shepherds of Gerar Valley quarreled with Isaac's shepherds and claimed the water belonged to them. So this well was named “Quarrel,” because they had quarreled with Isaac.","Ka Gera na'akemnib zab nɛ Isaak na'akemnib ka yɛl ye ku'om la anɛ bam bʋn, ka o pʋd bulig la ye Esek, ka li anɛ ban da zab nɛ o la zug.","And Isaac lived and became a man, and he went out to the field to meditate, and he looked up and saw a well of water, and he went down to the well and drew water.",0.54407674,output_23092025-2,kus-eng,kus,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/kus-eng/kus-eng_gemma2-9b-it.csv,54.40767399999999
"After Isaac had been there a long time, King Abimelech looked out a window and saw Isaac hugging and kissing Rebekah.","Isaak n da bɛ teŋ la nii yuug la, Na'ab Abimelek onɛ an Filistia dim na'ab la gɔs nɛ takoro ni ka nyɛ ka Isaak di'emid nɛ Rebɛka.","Isaac lived in the land of the Philistines, and he was well-off. He had become a wealthy man, and he lived in Gerar.",0.45855898,output_23092025-2,kus-eng,kus,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/kus-eng/kus-eng_gemma2-9b-it.csv,45.855898
"When Jacob got up early the next morning, he took the rock that he had used for a pillow and stood it up as a place of worship. Then he poured olive oil on the rock to dedicate it to God,","Bɛogʋ da bɔɔd nier la, ka Jakob nɔk kugkanɛ ka o sa kʋk la ba'a zi'el sappi nwɛnɛ zan'antɔlig nɛ, ka nɔk kpaam kpa'ae niŋi li zug.","The man went to the forest to cut wood, and Jacob saw him and said to him, ""Why are you cutting down the trees?"" and he said to him, ""I am cutting them down to build a house.""",0.5757546,output_23092025-2,kus-eng,kus,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/kus-eng/kus-eng_gemma2-9b-it.csv,57.57546
", he had a son named Mahalalel.",") la, o da du'a Mahalaleel.",This is the genealogy of Mahalaleel.,0.6570279,output_23092025-2,kus-eng,kus,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/kus-eng/kus-eng_gemma2-9b-it.csv,65.70279
"“I'm about to die,” Esau answered. “What good will those rights do me?”","Ka Esau lɛbis ye, “Gɔsima, m kpiidnɛ, ka kpɛuŋ faar la sʋm an bɔɔ tisi ma?”","“Gosima, my father, can you please tell me what happened?”",0.41706076,output_23092025-2,kus-eng,kus,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/kus-eng/kus-eng_gemma2-9b-it.csv,41.706075999999996
"But the shepherds of Gerar Valley quarreled with Isaac's shepherds and claimed the water belonged to them. So this well was named “Quarrel,” because they had quarreled with Isaac.","Ka Gera na'akemnib zab nɛ Isaak na'akemnib ka yɛl ye ku'om la anɛ bam bʋn, ka o pʋd bulig la ye Esek, ka li anɛ ban da zab nɛ o la zug.","And Isaac lived and became a man, and he went out to the field to meditate, and he looked up and saw a well of water, and he went down to the well and drew water.",0.54407674,output_23092025,kus-eng,kus,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/kus-eng/kus-eng_gemma2-9b-it.csv,54.40767399999999
