verse_number,english_verse,translation_verse
2,"You call Jerusalem your home and say you depend on me, the Lord All-Powerful, the God of Israel.","Ni yíì ni-ba yii <Circir tiŋki yab>, ní ki máká Isirayeel Nimbɔtiu pu, úǹ un bi yíì yii <Ti-Dindaan Mpɔŋkɔdaanee>. Ní pīlifìmaan tin bí nee."
3,"Long ago I announced what was going to be, then without warning, I made it happen.","M sòon̄ tibɔkpikil pu ki síiǹ an yúntì. Tì nìn nyáń m-nyɔkɔn, ní m nìn yāntì ni gbìl̄-tì. Dicilpu dicilpuee ní m yāntì tì dɔ́miń."
4,I knew you were stubborn and hardheaded.,M nyí a-pɔɔgbifiŋŋu pu. Di sá yii a-pɔbil tīlifì ní a-yil pɔ̄ɔ̄.
6,"You heard what I said, and you have seen it happen. Now admit it's true! I will show you secrets you have never known.","Ni nìn gbìl̄ tin m nìn sòon̄ ki yóoǹee, ní ni ká tin kɔkɔ dɔ́miń ki jítèe. Mimmee nimbi kaa béè mimmaaa? Kí yòon̄ kɔŋkɔnnee kí nīn cée, tibɔpɔn pu ní m làá sòoǹ. M nìn dū-tì ki bál̀ ní naa nìn dáá nyí-tì."
8,"You have never been willing to listen to what I say; from the moment of your birth, I knew you would rebel. The Lord Warns Israel","Naa nìn pílifì, kaa nìn béè, ni-tafaliŋ pée kpá ti-pu an yúntì. M nyí ni nín sá bin nyēē bi-jutiibi boonee, ní bi yíì-ni yii: <pɔɔgaatib doooo ni-na poon>."
9,"I, the Lord, am true to myself; I will be praised for not punishing and destroying you.","M-yindi pu ní m tāaǹ m-ŋuul ni-pu, m-nyooti pu ní m ká kimɔtii ni-pu, án nín làá ŋá pu ḿ taa kúntí-nee."
10,I tested you in hard times just as silver is refined in a heated furnace.,"Kpèè, m cɔ́ŋkì-ni ŋŋmin, ama an kaa nín sá kii ŋŋmi ŋun bi cáa cɔ́ŋkí animbil kútee, nnaabu ŋmiŋun ní m cɔ́ŋkì-ni."
11,I did this because of who I am. I refuse to be dishonored or share my praise with any other god.,"An sá man m-ba yindi pu. Tiŋman ní, man m-ba yindi pu ní m ŋá míǹ. Di sá yii maa kíikí bí bīil̀ m-yindi. Maa kíikí kí dū m-nyooti kí tīī ubɔ. Un di làá ŋá tin ti-Dindaan bɔ́ntèe"
12,"Israel, my chosen people, listen to me. I alone am the Lord, the first and the last.","Pīlifìmaan-mi, Jaakɔb nibul, sii Isirayeel nibul din m yíińee. M pée gbíntìi sá ubaantee ní, man di sá upeepeekaa ki sá uluŋkikaa."
13,With my own hand I created the earth and stretched out the sky. They obey my every command. The Lord Speaks to the Nations,"Man m-ba ŋal ní m dūu máń kitiŋ, nì m-ŋalii ní m dūu kpátì kutagbɔŋu. M yaa yíiń tiwan gbanti liitilee, tì dòoń ní dicilpu dicilpu."
14,"Gather around me, all of you! Listen to what I say. Did any of your idols predict this would happen? Did they say that my friend would do what I want done to Babylonia?","Ni-kɔkɔ ń kóoǹní kí kpāfì kí pīlifìmaan: M cáá ubɔti ubɔ. U làá ŋá Babiloon tiŋki m nín là puee, u làá dàkà Babiloon yab m-pɔŋŋu. Ni-kansikin ŋma di sòon̄ tibɔti nee ki yóoǹ."
15,"I was the one who chose him. I have brought him this far, and he will be successful.","An sá m-baba nì m-baba di sòon̄. Man di yíiń-u, ki yāntì u dɔ́miń. M làá yàntī ú ŋmā kí tɔ̄ u-tundi."
16,"Come closer and listen! I have never kept secret the things I have said, and I was here before time began. It Is Best To Obey the Lord By the power of his Spirit the Lord God has sent me","Ní sútiń kí pìl̄maan-mi kí pīlifì tin bí nee! Doooo ŋkilkaaminee, maa sòon̄ dibalin. Ŋyunti ŋun ní tibɔti nee nìn jítèe, man nìn bí ní. - Ama kɔŋkɔnnee ti-Dindaan Unimbɔti di dū-mi ki tú nì u-Fam -. Áù, a yaa bàà nìn pílifiǹ-mi!"
17,"with this message: People of Israel, I am the holy Lord God, the one who rescues you. For your own good, I teach you, and I lead you along the right path.","Ti-Dindaan un dá-si ki líìyee, Isirayeel Circir Nimbɔtiu nín lī puee sèé: «Man di sá ni-Dindaan a-Nimbɔtiu. Man di dàkà-si tin làá ŋmā kí kèetī-see. Man di kpòotī-si nsan ŋun a còom̄ee pu."
18,How I wish that you had obeyed my commands! Your success and good fortune would then have overflowed like a flooding river.,"Áù, a yaa bàà nìn pílifì tin m nìn kpáafì-see tiŋanee, a-gbansɔŋfiŋu bàà làá nīn sá kii dimɔɔlee, ní a-deedeeu ń bàà nín̄ bí kii tiŋku nyiŋgbantee."
19,Your nation would be blessed with more people than there are grains of sand along the seashore. And I would never have let your country be destroyed.,"A-naantiibi bàà làá nīn wīikí kii dibulee, ní a-nibooliŋu ń bàà nín̄ wīikí kii itaŋkpabiitee. Bi-yindi bàà kpá kí wāŋkì m-nimbiin jaanjaan!» Unimbɔti nibul nyáń Babiloon tiŋkin"
20,"Now leave Babylon! Celebrate as you go. Be happy and shout for everyone to hear, “The Lord has rescued his servant Israel!","Ní nyāmaan Babiloon tiŋkin! Ní sām̀maan-kì! Ní bāakìmaan tibɔti nee nì ifaal poon, ní yàntī tí gbìtī kí tin bà kitiŋ kúntilaŋki. Ní lìmaan yii: «Ti-Dindaan fīī u-tɔntɔnliu Jaakɔb ki líì.»"
21,He led us through the desert and made water flow from a rock to satisfy our thirst.,"Kuteeu kun pu u nìn dū Isirayeel yab ki dēe, nnyinnyoo kaa nìn cúú-bi. Bi-puee, u nìn yāntì nnyim nyáń ditaŋkpalin, u búkutì ditaŋkpal ní nnyim pùubìń."
22,But the Lord has promised that none who are evil will live in peace.”,Ti-Dindaan bí yii: «Binikpitib kpá kí ká ŋgbansɔŋfi.»
1,"Everyone, listen, even you foreign nations across the sea. The Lord chose me and gave me a name before I was born.","Ntimu mun nnyim māntìi túee yab, ní pīlifìmaan-mi. Nimbi bin kóòń ntindandatimunee, ní kpòon̄ ni-tafal kí pīlifì. Baa láá màl̄-mi ní ti-Dindaan yíiń-mi. Doooo m-na poon ní u yíiń m-yindi."
2,He made my words pierce like a sharp sword or a pointed arrow; he kept me safely hidden in the palm of his hand.,"U yāntì m-nyɔkɔ kpántì kii kitàataajiki kin jītée. U dū u-ŋal ki bīiǹ m-pu. U dū-mi ki kpántì mpiin ŋun cɔ́m̀ee, ní ki dū-mi ki bál̀ u-baatandi poon."
3,"The Lord said to me, “Israel, you are my servant; and because of you I will be highly honored.”","U tùkū-mi yii: «Isirayeel, sii di sá m-tɔntɔnliu. Sii pu ní m làá dī kí dàkà m-nyooti.»"
4,"I said to myself, “I'm completely worn out; my time has been wasted. But I did it for the Lord God, and he will reward me.”","M bí ki lì m-ban yii: «Man gīī digìńdi fám ní, m bɔ̄ɔ̄ abaa ki tīī kutaa.» Ama ti-Dindaan di làá pɔ̀-mi, u kpáafì m-paati ki cíitì-mi."
5,"Even before I was born, the Lord God chose me to serve him and to lead back the people of Israel. So the Lord has honored me and made me strong.","Kɔŋkɔnnee ti-Dindaan sòon̄. Úǹ di máń-mi ki tākaǹ m-na poon ḿ nīn sá u-tɔntɔnliu. U là yii ḿ fàtīí gíiǹní Jaakɔb naantiibi u-cee, ḿ kóoǹ Isirayeel nibul kí kpāfì. M ká disíndi ti-Dindaan nimbiin, di sá yii m-Nimbɔtiu di sá m-pɔŋŋu."
6,"Now the Lord says to me, “It isn't enough for you to be merely my servant. You must do more than lead back survivors from the tribes of Israel. I have placed you here as a light for other nations; you must take my saving power to everyone on earth.” The Lord Will Rescue His People","U bí-mi yii: «Á nīn sá m-tɔntɔnliu kí yòon̄ Jaakɔb naakɔti yilpu, ní kí gíiǹní Isirayeel yab bin ŋmátèe. Ama an kaa dóò. M lēē-si á nīn sá atimbun walifiŋu, kí cáá difiil kí bànnì kitiŋ gbeennyɔkɔ.» Bin bínní kuyuŋuee kɔkɔ gítintam"
7,"Israel, I am the holy Lord God, the one who rescues you. You are slaves of rulers and of a nation who despises you. Now this is what I promise: Kings and rulers will honor you by kneeling at your feet. You can trust me! I am your Lord, the holy God of Israel, and you are my chosen ones. The Lord Will Lead His People Home","Ti-Dindaan Ufiil, Isirayeel Circir Nimbɔtiu nín sòon̄ puee sèé. Sii un ní bi kpèé fámee, sii un báà ubɔ kaa là kí wāl̀ee, sii un sá biwɔ́biliibi yumbuuee, u bí-si yii: «Bibɔtiibi yaa láa wál̀-see, bi làá dāá yīkì bi-beejaliŋ pu kí yūĺ. Abɔtibil yaa láa ká a páaǹnée, bi làá dāá gbàan̄ a-nimbiin ní. Ti-Dindaan un sá deedeedaanee pu, Isirayeel Circir Nimbɔtiu un lēē-see pu ní bi làá dāá ŋá míǹ.»"
8,"This is what the Lord says: I will answer your prayers because I have set a time when I will help by coming to save you. I have chosen you to take my promise of hope to other nations. You will rebuild the country from its ruins, then people will come and settle there.","Ti-Dindaan nín lī puee sèé: «M-niti yuntiŋuee, m nìn pílifiǹ-si, ní difiil wiiŋŋuee, m nìn tútuǹ-si. Man di máń-si kí ŋmā kí dī a-pu kí ŋá mpèé nì dinibul nee. M làá fàtīí fōō kitiŋ nee ní kí fàtīí yàkatī atinjan ŋin dɔ̄ ki bíil̀ nee."
9,"You will set prisoners free from dark dungeons to see the light of day. On their way home, they will find plenty to eat, even on barren hills.","M bí bisarkadambi yii: <Nyānnímaan!>, nimbi bin kóò dibɔmbɔndinee: <Nyānnímaan mpaampiin pu!> Bi làá dāá ká tijin asaŋkaŋkpil pu kí jī, kí dāá ká ŋgbantamu kɔkɔ pu tijin kí jī."
10,They won't go hungry or get thirsty; they won't be bothered by the scorching sun or hot desert winds. I will be merciful while leading them along to streams of water.,"Ŋkùm kaa dāa gíti cútí-baaa, nnyinnyoo kaa dāa gíti cútí-bi. Nnantantum kaa dāa gíti sèetī-baaa, ŋwìiń mun kaa dāa gíti píl̀-bi. Di sá yii m làá dū dineendi ní kí kpòotī-bi, ní kí cáá-bi kí cùnnì inyimbul in sɔ̀m̀ee laŋki bí nyɔ̀."
11,I will level the mountains and make roads.,"M làá tɔ̄ m-jooŋŋi kɔkɔ pu isan, ní kí dāá ŋāŋkì m-daŋŋi kɔkɔ tiŋan."
12,Then my people will return from distant lands in the north and the west and from the city of Syene. The Lord's Mercy,"Kpèè, bíǹ di nyánní ndandati ki dòońee. Biba nyánní ŋgan pú ní biba mun nyánní ŋwìiń nyalaŋki pú, ní biba nyánní Eejipiti tiŋki ŋgiil pú.»"
13,"Tell the heavens and the earth to celebrate and sing; command every mountain to join in the song. The Lord's people have suffered, but he has shown mercy and given them comfort.","Yilpu, nín̄ tátí ki fàal̀! Kitiŋ, nín̄ kūuntí nì dipɔɔpindi! ajoon, fáámaan iwiliili! Di sá yii ti-Dindaan bíi sɔ̀ŋkī u-nibul pɔbil, u bíi dàkà binandambi u-neendi. Man kaa súntì a-pu"
14,"The people of Zion said, “The Lord has turned away and forgotten us.”","Siiyɔn nìn bí ki lì yii: «Ti-Dindaan dū-mi ki fá, m-Dindaan súntì m-pu.»"
15,"The Lord answered, “Could a mother forget a child who nurses at her breast? Could she fail to love an infant who came from her own body? Even if a mother could forget, I will never forget you.","Ama ní ti-Dindaan kíí yii: Unimpu súntí u-bipɔŋki puɔɔɔ? U ŋūǹ kí taa ti dàkà u-poon biki dineendaaa? Báà u yaa súntì ki-pu, man kaa làá súntí a-pu!"
16,A picture of your city is drawn on my hand. You are always in my thoughts!,"Kpèè, m ŋmàn̄ a-yindi m-ŋal poon, ŋyunti kamaa m wāĺ a-guŋŋi m-nimbiin."
17,“Your city will be built faster than it was destroyed— those who attacked it will retreat and leave.,"Jeerusaleem tiŋki, bin làá fàtīí mā-see di sánní malaa malaa ki dòońee. Bin nìn kpéelikì-si ki nāaǹ-see làá sāǹ kí wàatī-si."
18,"Look around! You will see your people coming home. As surely as I live, I, the Lord, promise that your city with its people will be as lovely as a bride wearing her jewelry.” Jerusalem's Bright Future","Yáatí kí kpèè kí màntīí tū: a-biyaamu kɔkɔ kóoǹ ki kpáfì ki dòoń a-cee. Man ni-Dindaan un bí dimaŋfalinee di lī yii, a làá dū-bi kí léeń kii tiléeŋkaalee, kí dū-bi kí gbìn̄ kii ubɔnti nín fùul̀ nnyim pu kí dū dambala kí cúú puee."
19,Jerusalem is now in ruins! Nothing is left of the city. But it will be rebuilt and soon overcrowded; its cruel enemies will be gone far away.,Di sá yii a-tiŋki kin bi nāaǹ kì kpántì adigbuŋkati ubɔ kaa ti kóò ki-puee kaa làá dāá nīn gíti wāā kí bà a-nib ń kɔ́. Ama bin nìn nāaǹ-see làá sāǹ kí búntí ndan kí wàatī-si.
20,"Jerusalem is a woman whose children were born while she was in deep sorrow over the loss of her husband. Now those children will come and seek room in the crowded city,","A-jipɔmbi bin a nìn dākafì yii baa ti bée, a làá dāá gbìl̄ bi lì yii: «Mpaan kaa wāā ki tīī-mi. Sútí fiii ma mun ń ká mpaan kí kɔ́»."
21,"and Jerusalem will ask, “Am I really their mother? How could I have given birth when I was still mourning in a foreign land? Who raised these children? Where have they come from?”","Niinee ní á dāá bàlifì a-ba yii: «Ŋma di kalin màl̄ mbiyaamu nee ki tīī-mi dee? Maa nìn cáá mbiyaamu, m nìn sá uŋmaŋŋmanti ní. Bi nìn cúú-mi kuyuŋu ní ki dū-mi ki fá. Kin bin bí nee, ŋma di nín lōō-bi dee? Ŋyunti ŋun m nìn kíǹ m-babee, bíǹ nìn bí la dee?»"
22,The Lord God says: “I will soon give a signal for the nations to return your sons and your daughters to the arms of Jerusalem.,"Ti-Dindaan Unimbɔti nín lī puee sèé: «Kpèè, m làá dúkutí m-ŋal kí túĺ atimbun watil pú kí tīī-bi kudaaŋŋu. Bi làá dāá ŋúbiń a-jipɔmbi bi-ŋalii poon kí gíiǹní, kí dāá túnní a-bisalib bi-gbigbil pu kí gíiǹní."
23,The kings and queens of those nations where they were raised will come and bow down. They will take care of you just like a slave taking care of a child. Then you will know that I am the Lord. You won't be disappointed if you trust me.” The Lord Is on Our Side,"Bibɔtiibi di làá dāá nīn dàkà a-biyaamu, ní bɔtiisalib ń dāá nīn lòó-mu. Bi làá dāá gbàan̄ a-nimbiin bi-yigbeeŋi tūū kitiŋ. Bi làá dāá líntí a-taaŋi kpɔŋkpɔm. Niinee ní a làá dāá béé yii man di sá ni-Dindaan, ní bin kɔkɔ máká m-puee, icoo kaa jīǹ-bi.»"
24,Is it possible to rescue victims from someone strong and cruel?,Bi ŋūǹ kí fōō ubaatandaan cee tiwan tin u jáń ki fōōyee u-ŋaanaaa? Bi ŋūǹ kí cúú usarkadaan kí fōō uwɔ́bil ŋaanaaa?
25,But the Lord has promised to fight on our side and to rescue our children from those strong and violent enemies.,"Ti-Dindaan nín lī puee sèé: «Toooo! m làá fàtīí fōō ubaatandaan cee un u cúuń kujaaunee, kí fōō uwɔ́bil cee tiwan tin u jáń ki fōońee! Man di làá já nì bin di jáà nì see, mama m-ba di làá fīī a-biyaamu."
26,He will make those cruel people dine on their own flesh and get drunk from drinking their own blood. Then everyone will know that the Lord is our Savior; the powerful God of Israel has rescued his people.,"M làá yàntī bin sàantí-see ń fàtīí ŋmɔ́ bíǹ bi-ba nanti. Bi làá dāá nyɔ̀ bíǹ bi-ba fatikuu kí gbí kii bi nín yaa nyùn̄ ndapɔm bi gbéè puee. Niinee, unifoo kamaa làá dāá béé yii man di sá a-Dindaan un fìil̄-see. Man di dá-si ki líì, man Jaakɔb Nimbɔtikpaaŋwu!»"
2,"I came and called out, but you didn't answer. Have I lost my power to rescue and save? At my command oceans and rivers turn into deserts; fish rot and stink for lack of water.","M nín dɔ́mińee, ba pu ní maa ká báà ubɔ? M nín yíińee, ba pu ní báà ubɔ kaa kíí? Mimmee m-ŋal kaa fɔ̀kɔ̀ kí ŋmā kí fōō-ni kí líí níii? Maa cáá mpɔn kí ŋmā kí fīī-naaa? Ní kpèè, m yaa pée kpìl̄ tiŋkuee, see ú kpā, ní kí yàntī amɔɔ ń kpántí kuteeu. Nnyim kpátam puee, ní nnyinnyoo ń kpɔ̀ ijɔm, ní í sūū kí nūukì."
3,I make the sky turn dark like the sackcloth you wear at funerals.” God's Servant Must Suffer,"M tí ŋūǹ kí dū dibɔmbɔndi kí bìin̄ kutagbɔŋu pu, ní kí pèen̄-ku tiwan kii ku kā dikpoolee.» Ti-Dindaan tɔntɔnliu"
4,The Lord God gives me the right words to encourage the weary. Each morning he awakens me eager to learn his teaching;,"Ti-Dindaan Unimbɔti dàkà-mi tin m máaǹ kí lèe ḿ ŋmā kí sɔ̀ŋkì un wunti yɔ̄tèe pɔbil. Kutaafaau kamaayee, u fìntī-mi ní ki ŋátí m-tafal ḿ nīn pílifí kii ubifilee."
5,he made me willing to listen and not rebel or run away.,"Ti-Dindaan Unimbɔti ŋátì m-tafal, ní maa mɔ́tí m-ba pu, kaa sútí ki gítí boon."
6,I let them beat my back and pull out my beard. I didn't turn aside when they insulted me and spit in my face.,"M fātì m-boon ki tīī binib bin gbáà-mee, ki fātì m-taŋkpundi ki tīī bin dátí ki fùkù m-nyimpulee. Maa bál̀ m-nimbiin bin bèel̄-mi, ní ki tíiĺ timɔtan ki sìtī m-puee cee."
7,"But the Lord God keeps me from being disgraced. So I refuse to give up, because I know God will never let me down.","Di sá yii ti-Dindaan Unimbɔti di tútúǹ-mi, an pu ní bi-siibiliŋ kaa ká-mi. M yàntī m-nimbiin ń pɔ̄ɔkì kii ditaŋkpalee. M nyí yii icoo pée kpá kí cúú-mi."
8,My protector is nearby; no one can stand here to accuse me of wrong.,Un di pɔ̀-mee bí ki kɔ́ĺ-mi. Ŋma di làá táká-mi tibɔti? Udaan ń nyā tí yūĺ ubɔsoonli nimbiin! Ŋma di làá kɔ̄kɔl̀-mi? Udaan ń nyānní kí yūĺ m-nimbiin!
9,The Lord God will help me and prove I am innocent. My accusers will wear out like moth-eaten clothes.,"Ti-Dindaan Unimbɔti di tútúǹ-mi, kin ŋma di gíti ŋūǹ kí kpɔ̀ m-bɔti? M-nannanliibi kɔkɔ làá sátí kii tiwampeeŋkaalee ní, dikɔtuul di làá ŋmɔ́-bi. Pīlifìmaan ti-Dindaan tɔntɔnliu"
10,None of you respect the Lord or obey his servant. You walk in the dark instead of the light; you don't trust the name of the Lord your God.,"Ni-kansikin ŋma di fàŋkí ti-Dindaan? Udaan máaǹ kí pīlifiǹ u-tɔntɔnliu. Ŋma di cōom̀ dibɔmbɔndin kaa ká ŋwalifi ní? Udaan ń nīn máká ti-Dindaan pu, kí dū u-ba kí fìtīǹ u-Nimbɔtiu!"
11,"Go ahead and walk in the light of the fires you have set. But with his own hand, the Lord will punish you and make you suffer.","Ama nimbi bin kpà ŋŋmi, ipiin in fòol̄ lìblibee māntìi tú-nee, ní kɔ́maan ni-ŋmiŋu ŋun fòol̄ lìblibee poon, ipiin in ni tūū ŋŋmee kansikin. An sá man ŋal pɔŋŋu di làá ŋá míǹ, agìń poon ní ni làá dāá kpú."
1,"If you want to do right and obey the Lord, follow Abraham's example. He was the rock from which you were chipped.","«Ní pīlifìmaan-mi, nimbi bin nyàab̀ ibaamɔnee, nimbi bin bí ki nyàab̀ man ni-Dindaanee. Ní kpèèmaan ditaŋkpal din bi dūu kpítì-nee, kí kpèèmaan mbòó ŋun poon bi nyántìń-nee."
2,"God chose Abraham and Sarah to be your ancestors. The Lord blessed Abraham, and from that one man came many descendants.","Ní kpèèmaan ni-baa Abraam, kí kpèè Saara un màl̄-nee. Abraam kaa nìn cáá kibiki ŋyunti ŋun m nìn yíiń-uee. Ama ní m bīiǹ u-boon ki yāntì u kpántì ditimbuŋkpaandi naanja.»"
3,"Though Zion is in ruins, the Lord will bring comfort, and the city will be as lovely as the garden of Eden that he provided. Then Zion will celebrate; it will be thankful and sing joyful songs. The Lord's Victory Will Last","Tiŋman, ti-Dindaan làá sɔ̄ Siiyɔn tiŋki saai, u làá sɔ̄ ki-digbuŋkatiŋ saai. U làá yàntī kitiŋ kin kpántì kii kuteeuee ń kpántí kii Eedeen kpaabuee. U làá dū kitiŋkuliŋŋi gbanti kí kpántí kii ti-Dindaan kpaabuee. Dipɔɔpindi nì ifaal làá nīn bí ki-poon, bi làá nīn gà ipampakalan ní ki bɔ̀ɔ́ tiwambɔɔkaal ki-poon."
4,The Lord says: You are my people and nation! So pay attention to me. My teaching will cause justice to shine like a light for every nation.,"«Ní pīlifìmaan-mi tiŋan, m-nibul. M-timbundin yab, kpòom̄maan ni-tafal kí pīlifì-mi. Di sá yii man di làá nyāntí mara, ní ibaamɔn in m làá cáańee làá nīn ŋmíntí anibul kɔkɔ."
5,Those who live across the sea are eagerly waiting for me to rescue them. I am strong and ready; soon I will come to save and to rule all nations.,"M-deedeeu tóobiń, m-fiil nyáń ki páaǹní. M làá dū mpɔŋkpaan ní kí sòoǹ anibul bɔti. Ntimu mun nnyim māntìi túee làá nīn máká m-pu, ní kí nīn cɔ́tí m-pɔŋkpaaŋŋu pu."
6,Look closely at the sky! Stare at the earth. The sky will vanish like smoke; the earth will wear out like clothes. Everyone on this earth will die like flies. But my victory will last; my saving power never ends.,"Wáaǹ kí kpèè kutaa, ní kí tìntī kí kpèè kitiŋ. Kutagbɔŋu làá wāŋkì kii nnyiimee, kitiŋ làá sátí kii tiwampeeŋkaalee, ní ki-nib ń kpú kpú kii isiiyee. Ama man fiil làá nīn bí ní ki cá jaanjaan, m-deedeeu pée kpá kí kúntí dalba dalba."
7,"If you want to do right and obey my teaching with all your heart, then pay close attention. Don't be discouraged when others insult you and say hurtful things.","«Pīlifìmaan-mi, nimbi bin nyí tin bí deedeeyee, nimbi dinibul din ŋúb́ m-marau di-pɔbilinee. Ní taa fàŋkìmaan nisaaleen siibiliŋ, kí taa yàntī binib beelii ń yɔ̀tī ni-wunti."
8,They will be eaten away like a moth-eaten coat. But my victory will last; my saving power will never end. A Prayer for the Lord's Help,"Dikɔtuul làá mɔ́-bi kii tiwampeeŋkaalee, akoosibil làá ŋmɔ́-bi kii ipii kuti wampeeŋkaatee. Ama man deedeeu làá nīn bí ki cá jaanjaan, m-fiil làá nīn bí ní ki cá abin abin.» Ti-Dindaan, fìntim̄"
9,"Wake up! Do something, Lord. Be strong and ready. Wake up! Do what you did for our people long ago. Didn't you chop up Rahab the monster?","Fìntim̄, ti-Dindaan fìntim̄! Dàkà a-pɔŋkpaaŋŋu! Fìntim̄ kii a nín nìn ŋá pu cannaakuee, kii a nín nìn ŋá pu njaminee! Sii di nāaǹ Raab, ki sāā ki pūutì tiŋkun peebiliŋku."
10,Didn't you dry up the deep sea and make a road for your people to follow safely across?,"Sii di tí yāntì tiŋku nyim fóotì, ki yāntì tiŋkukpaŋkpaan nyim kūń. Sii di tɔ́ nsan tiŋku poon, ní ki yāntì binib bin a fīī ki líìyee cōom̀ ki jítì."
11,"Now those you have rescued will return to Jerusalem, singing on their way. They will be crowned with great happiness, never again to be burdened with sadness and sorrow. The Lord Gives Hope","Binib bin ti-Dindaan dá ki líìyee làá dāá fàtīí gítiń. Bi làá dāá kɔ́nní Siiyɔn tiŋkin ki fàal̀, ní dipɔɔpindi din kaa cáá dikúntilee dāa ŋmíntí bi-nimbiiŋyi. Mmɔŋkpaan làá dāá gbí-bi, ní falaa nì iyaliŋki ń dāá wāŋkì."
12,"I am the Lord, the one who encourages you. Why are you afraid of mere humans? They dry up and die like grass.","Ti-Dindaan bí yii: «An sá man di bíi sɔ̀ŋkī ni-pɔbil. M-nibul, ba pu ní a fàŋkí nisaaleen un kúùyee ní? U nì kumoou kúntitam sá mbaantiim ní."
13,"I spread out the heavens and laid foundations for the earth. But you have forgotten me, your Lord and Creator. All day long you were afraid of those who were angry and hoped to oppress you. Where are they now?","A súntì a-Dindaan un náań-see pu, úǹ di kpátì kutagbɔŋu ki dāntì yilpu, ní ki náań kitiŋ. Baabadalee, a kā ki fàŋkí yɔ́kɔ́ yɔkɔ uwɔ́bil ŋuul pu, kii u bɔ́ntì ki làá nàan̄-see! Uwɔ́bil ŋuul gbantee baasii bí la ní?"
14,Everyone crying out in pain will be quickly set free; they will be rescued from the power of death and never go hungry.,"Án kaa làá sūŋkì usarkadaan un kaa ti cáá dimákalee làá tɔ̄ u-ba. Waa làá kpú u-sarkaun, ní tijikaal kpá kí lóó-u dalba dalba."
15,"I will help them because I am your God, the Lord All-Powerful, who makes the ocean roar.",Man di sá a-Dindaan a-Nimbɔtiu. Man di kùtī tiŋku ní ki yàntī u-nyiŋgbanti wòoǹ. M-yindi di sá ni-Dindaan Mpɔŋkɔdaan.
16,"I have told you what to say, and I will keep you safe in the palm of my hand. I spread out the heavens and laid foundations for the earth. Now I say, “Jerusalem, your people are mine.” A Warning to Jerusalem","Man di kpátì kutagbɔŋu ní ki náań kitiŋ, ní ki bí Siiyɔn yii: <Sii di sá m-nibul! M dū m-nyɔɔbuŋŋi ki ŋá a-nyɔkɔn, ní ki dū m-ŋal booŋŋu ki līkiǹ a-pu.» Jeerusaleem, fìntī!"
17,"Jerusalem, wake up! Stand up! You've drunk too much from the cup filled with the Lord's anger. You have swallowed every drop, and you can't walk straight.","Jeerusaleem, fìntī, fìntī kí yīkì kí yūĺ! Ti-Dindaan yāntì a nyùn̄ u-ŋuul kii ndaamee. A nyùn̄-dì ki tin dóò kɔkɔ, ní a-nimbiliŋ kíǹ ki bɔ̀ntī."
18,Not one of your many children is there to guide you or to offer a helping hand.,"A-jipɔmbi bin a màl̄ee kansikinee, báà ubɔ kaa dàkā-si nsan. A-jipɔmbi bin a kpēē bi cíkitèe, báà ubɔ kaa cúú a-ŋal kí tíkiń-si."
19,You have been destroyed by war and by famine; I cannot comfort you.,"Ibɔl nee táá tɔb ili ili ki bāań-si: difukuldi nì dinàandi, ŋkùm nì kujaau. Ama ŋma di làá yāliŋkì a-pu? Ŋma di làá sɔ̀ŋkì a-pɔbil?"
20,"The Lord your God is angry, and on every street corner your children lie helpless, like deer trapped in nets.","A-jipɔmbi dɔ̄ an kɔkɔ fìlfil asaŋkaŋkpil pu. Kii kutaliŋŋu nín sàtī mpeewumu puee, míǹ ní bi dɔ̄ kaa ti cáá mpɔn. Ti-Dindaan ŋuul di fáá-bi, a-Nimbɔtiu di kpìl̄-bi."
21,"You are in trouble and drunk, but not from wine. So pay close attention","«Kɔŋkɔnnee, pīlifì tin bí nee, sii Jeerusaleem un gbí inimɔɔnee: A gbí, ama an kaa sá ndaam ní a nyùn̄."
22,"to the Lord your God, who defends you and says, “I have taken from your hands the cup filled with my anger that made you drunk. You will never be forced to drink it again.","Ti-Dindaan, a-kpiliu, a-Nimbɔtiu un mɔ́tí a-nibul puee nín lī puee sɔ̀. M làá fàtīí fōō m-ŋuul kɔŋkɔŋwu un yàntī a-nimbiliŋ bɔ̀ntēe. Aa ti làá pée nyɔ̀ m-ŋuul dalba dalba."
1,"Jerusalem, wake up! Stand up and be strong. Holy city of Zion, dress in your best clothes. Those foreigners who ruined your sacred city won't bother you again.","Fìntim̄, Siiyɔn, fìntī malaa! Fàtīí ká a-pɔŋkpaaŋŋu! Circir tiŋki Jeerusaleem, dū a-wannyaanti kí pèen̄. Di sá yii kí yòon̄ díǹ kí nīn cée, bin kaa gíí dikpancandee, bin di kaa bí circiree pée gíti kpá kí kɔ́ a-ni."
2,"Zion, rise from the dirt! Free yourself from the rope around your neck. Suffering Will End","Gbāfì kukpɔŋkpɔŋu a-wunti pu kí fá. Jeerusaleem usarkadaan, yīkì kí fàtīí fōō a-paaŋŋu! Sii Siiyɔn tiŋki uyumbu, léetí a-neen kpancikiliu."
3,"The Lord says: My people, you were sold, but not for money; now you will be set free, but not for a payment.","Di sá ti-Dindaan di lī yii: «Bi dū-ni ki nyáfì kaa fōō tiba, míǹ mbaantiim ní bi làá fàtīí dā-ni kí taa pà báà gboo.»"
