verse_number,english_verse,translation_verse
32,"Everything else Hezekiah did while he was king, including how faithful he was to the Lord, is included in the records kept by Isaiah the prophet. These are written in The History of the Kings of Judah and Israel.",B daŋ sibɛ kusɔ kama nɛ ewura Hɛzekaya daŋ wora nɛ kananɛ e ji kashenteŋ n sa Enyɛnpe Ebɔrɛ na nna n wɔtɔ Amɔz pibinyɛn Aizaaya be kewuŋkaŋɛ be nwɔl nɛ Juda nɛ Israɛl be bewura be adrasheŋ be nwɔl to.
33,"When Hezekiah died, he was buried in the section of the royal tombs that was reserved for the most respected kings, and everyone in Judah and Jerusalem honored him. His son Manasseh then became king.","Ewura Hɛzekaya ka wu, kakpa nɛ baa puli bewura nɛ b kɔ bunyaŋ ga na nɛ b ya puli mo. Juda nɛ Jerusalɛm be basa kikɛ daŋ sa mbe keeliwora kemaŋkura ga. Mo pibinyɛn Manase e daŋ sɔ mo so n ji kuwura."
9,But the people of Judah and Jerusalem listened to Manasseh and did even more sinful things than the nations the Lord had wiped out.,Ewura Manase daŋ shin nna nɛ Juda nɛ Jerusalɛm be basa wora alubi a chɔ amo nɛ efuliana nɛ Enyɛnpe Ebɔrɛ ju kasawule na so saŋɛ so nɛ mbe basa daa ba kumo so sososo na wora na.
18,"Everything else Manasseh did while he was king, including his prayer to the Lord God and the warnings from his prophets, is written in The History of the Kings of Israel.","Kusɔ kama nɛ ewura Manase daŋ wora na, nɛ mbe kabɔrɛkule, nɛ abɔya kama nɛ Enyɛnpe Israɛl be Ebɔrɛ na daŋ bɔla anebiana so n sa mo na kikɛ be asheŋ wɔ Israɛl be bewura be adrasheŋ be nwɔl na to."
12,"While Manasseh was held captive there, he asked the Lord God to forgive him and to help him.",Ewura Manase ka wɔ kabuti to ashi Babilɔn na nɛ e bar mbe kumu kaseto n sa Enyɛnpe mbe Ebɔrɛ na nseŋ kule mo fanɛ e chɛ mo to.
3,He rebuilt the local shrines that his father Hezekiah had torn down. He built altars for the god Baal and set up sacred poles for worshiping the goddess Asherah. And he continued to worship the stars.,"E daŋ lɔŋɛ nna m pɔr efuli pɔtɛana so be agbir nɛ mo tuto ewura Hɛzekaya daŋ mur na nna, nɛ ebɔrɛsure n sa Baal be kegbir na, nseŋ yuu kegbirche Ashira be mpɔrduli, nsaa shuŋ achɛkpabi gba."
4,"In the temple, where only the Lord was supposed to be worshiped, Manasseh built altars for the worship of pagan gods","E daŋ pɔr agbir be ebɔrɛsure ashi bɔrɛlambu, nɛ Enyɛnpe Ebɔrɛ kaŋɛ fanɛ ndoŋ nɛ baaŋ ba shuŋ mo mbaanaayɔ na, to nna."
5,and the stars. He placed these altars in both courtyards of the temple,E daŋ pɔr ebɔrɛsure bɔrɛlambu na be alɔnɛ anyɔ na so nna a shuŋ achɛkpabi.
7,"and even set up a stone image of a foreign god. Manasseh practiced magic and witchcraft; he asked fortunetellers for advice and sacrificed his own sons in Hinnom Valley. He did many other sinful things and made the Lord very angry. Years ago, God had told David and Solomon: Jerusalem is the place I prefer above all others in Israel. It belongs to me, and there in the temple I will be worshiped forever.",E daŋ ta kegbir be kapɔrduli nna n yili bɔrɛlambu nɛ Ebɔrɛ kaŋɛ kumo be asheŋ le n sa ewura Deevid nɛ mo pibinyɛn ewura Sɔlɔmɔn na to. E yɛ: “Bɔrɛlambu ere to ashi Jerusalɛm nɛ n lara ashi Israɛl be efuli so kikɛ fanɛ b baa bunyaŋ ma kumo to mbaanaayɔ.
8,"If my people will faithfully obey all the laws and teaching I gave to my servant Moses, I will never again force them to leave the land I gave to their ancestors.","Nɛ ma basa Israɛlebi beeŋ bɛ ma mbra nɛ ma keŋini nɛ ma kayɛrbi Mosis ta n sa bumo dra dra na so bre, kumo ere maaŋ shin nɛ b ju bumo ashi kasawule nɛ n ta n sa bumo nananyɛnana na so.”"
10,"The Lord tried to warn Manasseh and the people about their sins, but they ignored the warning.",Kashenteŋ nna fanɛ Enyɛnpe Ebɔrɛ na daŋ kpele ewura Manase nɛ mbe basa kusoe a laŋɛ bumo be alubi be kaplɛa so ama b daa maŋ nu n sa mo.
11,"So he let Assyrian army commanders invade Judah and capture Manasseh. They put a hook in his nose and tied him up in chains, and they took him to Babylon.","Amoso Enyɛnpe Ebɔrɛ na daŋ shin nna nɛ Asiriya be benapo be benimuana ya kɔ n sɔ Juda be efuli na, nseŋ pɛ ewura Manase n ta kekɔltobi ŋ kɔl mbe kamuna to nseŋ ta ŋgbɛlɛbi ŋ kre mo n ta mo n yɔ Babilɔn."
13,"The Lord listened to Manasseh's prayer and saw how sorry he was, and so he let him go back to Jerusalem and rule as king. Manasseh knew from then on that the Lord was God.",Nɛ ewura Manase be asheŋ pɛ Ebɔrɛ kuwɔr nɛ e nu mbe kekule nseŋ shin nɛ e bɛta n yɔ Jerusalɛm n ya kaa ji mbe kuwura. Ndoŋ nɛ ewura Manase pin fanɛ Enyɛnpe na e la Ebɔrɛ.
15,"Manasseh also removed the idols and the stone image of the foreign god from the temple, and he gathered the altars he had built near the temple and in other parts of Jerusalem. He threw all these things outside the city.","E daŋ lara efuli pɔtɛana so be agbirana nɛ kegbir be kapɔrduli nɛ e daŋ ta n yili bɔrɛsure na ase na nna ashi bɔrɛlambu na to. Nseŋ lara agbir be ebɔrɛsureana nɛ e pɔr n yili kebee nɛ b pɔr bɔrɛlambu na n yili so na nɛ Jerusalɛm be kade to kikɛ, n ta amo kikɛ n lar kade na be ekarso n ya lɛ."
16,Then he repaired the Lord's altar and offered sacrifices to thank him and sacrifices to ask his blessing. He gave orders that everyone in Judah must worship the Lord God of Israel.,"E daŋ naŋ lɔŋɛ bɔrɛsure nɛ baa lara kɔnɔkoŋwuleso nɛ kechɔrɔ be esarga kumo so na nna n sa Enyɛnpe Ebɔrɛ, nseŋ kaŋɛ Juda be basa kikɛ fanɛ b baa shuŋ Enyɛnpe nɛ Ebɔrɛ na."
20,"Manasseh died and was buried near the palace, and his son Amon became king. King Amon of Judah (","Manase ka wu, ewura be laŋ to nɛ b daŋ puli mo, nɛ mo pibinyɛn Ammɔn sɔ mo so n ji kuwura. Juda be ewura Ammɔn be asheŋ ("
22,"Amon disobeyed the Lord, just as his father Manasseh had done, and he worshiped and offered sacrifices to the idols his father had made.","E daŋ wora alubi nna ŋ gbiti Enyɛnpe Ebɔrɛ fanɛ kananɛ mo tuto ewura Manase daŋ wora na gbagba. Agbir nɛ mo tuto daŋ shuŋ na, amo nɛ mo alɛ gba daŋ shuŋ."
23,"Manasseh had turned back to the Lord, but Amon refused to do that. Instead, he sinned even more than his father.",Ammɔn bre daa maŋ chɛrga mbe nfɛra m bar mbe kumu ase n sa Enyɛnpe Ebɔrɛ fanɛ kananɛ mo tuto daŋ wora na. Mo ere be kulubi gba daa chɔ mo tuto peya ga.
24,Some of Amon's officials plotted against him and killed him in his palace.,Ewura Ammɔn be benapo be benimuana daŋ we n wɔtɔ abar nna n ya mɔ mo ashi ewura be laŋ to.
25,But the people of Judah killed the murderers of Amon and made his son Josiah king.,Ndoŋ nna nɛ Juda be basa mɔ basa nɛ b mɔ ewura Ammɔn na nseŋ ta mo pibinyɛn Josaya ŋ ki ewura.
22,"Hilkiah and the four other men left at once and went to talk with Huldah the prophet. Her husband was Shallum, who was in charge of the king's clothes. Huldah lived in the northern part of Jerusalem, and when they met in her home,","Ndoŋ nna nɛ Hilkiya nɛ basa nɛ ewura na shuŋi na yɔ anebiche nɛ baa tre Hulda nɛ e wɔ Jerusalɛm be kelargato be esoso be kaba so na kutɔ. Hulda mo kul Shallum nɛ e la Tikva pibinyɛn nsaa la Hahas mo nanabi na e daa keni bɔrɛlambu na be epiŋi so. B daŋ kaŋɛ anebi na kusɔ nɛ k wora kikɛ nna,"
8,"In the eighteenth year of Josiah's rule in Judah, after he had removed all the sinful things from the land and from the Lord's temple, he sent three of his officials to repair the temple. They were Shaphan son of Azaliah, Governor Maaseiah of Jerusalem, and Joah son of Joahaz, who kept the government records.","Ewura Josaya ka ji kuwura be kafɛ kuduaburwasopo to saŋɛ so nɛ e lara asɔ lubi kikɛ ashi kasawule na so nɛ Enyɛnpe Ebɔrɛ be lambu to na, nɛ e shuŋi mbe benimuana asa fanɛ b ya shin nɛ b lɔŋɛ bɔrɛlambu na to. Benimu na e daa la Shafan nɛ e la Azaliya pibinyɛn na nɛ Gomena Maseya nɛ e shi Jerusalɛm na nɛ Jɔa nɛ e la Jɔahaz pibinyɛn nɛ e bee sibɛ gomena be asɔ a nase nwɔl to na."
31,"After Josiah had finished reading, he stood in the place reserved for the king. He promised in the Lord's name to faithfully obey the Lord and to follow his laws and teachings that were written in the book.",Kumo be kaman nɛ e yili shabɔrɛ na be kakpa nɛ bewura bee chena na n nase kɔnɔ n sa Enyɛnpe Ebɔrɛ na fanɛ e beeŋ bugi mbe kagbene kikɛ n wora kasonu n sa mo nseŋ bɛ mbe mbra nɛ asheŋ nɛ e yili n sa bumo na nɛ kɔnɔ naseso be ŋkre be asheŋ nɛ b sibɛ n wɔtɔ kawɔl na to na kikɛ so.
4,"He watched as the altars for the worship of the god Baal were torn down, and as the nearby incense altars were smashed. The Asherah poles, the idols, and the stone images were also smashed, and the pieces were scattered over the graves of their worshipers.",E daŋ shin nna nɛ b bure kegbir nɛ baa tre Baal na be ebɔrɛsure nɛ ebɔrɛsure nɛ baa chɔɔ duwu amo so na. Nseŋ shin nɛ b bɛa kegbirche Ashira be mpɔrduli nɛ agbir nɛ a ka na kikɛ to n lɛ basa nɛ b daa shuŋ amo na be nchaŋana so.
16,"Shaphan took the book to Josiah and reported, “Your officials are doing everything you wanted.","Ndoŋ nna nɛ Shafan ta kumo n ya sa ewura na nseŋ kaŋɛ mo le: “Yiramu, an wora kusɔ kama nɛ fo kaŋɛ anyi na kikɛ."
5,Josiah then had the bones of the pagan priests burned on the altars. And so Josiah got rid of the worship of foreign gods in Judah and Jerusalem.,Kumo be kaman nɛ ewura Josaya shin nɛ b chɔɔ agbirwuraana na be awibi ashi ebɔrɛsure nɛ b daa shuŋ agbir na so. Nɛ kumo be loŋ shin nɛ Juda be efuli so ebi nɛ Jerusalɛm to ebi lar kagbirshuŋ be eyurpi to.
6,"He did the same things in the towns and ruined villages in the territories of West Manasseh, Ephraim, and Simeon, as far as the border of Naphtali.",E daŋ wora loŋ koŋwule na nna ashi ndegboŋana nɛ ndewurbi nɛ a wɔ Manase be epeŋitɔrkpa be kaba so nɛ Efrayim nɛ Simiɔn be eyiri be nsawule so hale n ya fo Naftali be kelargato be esoso be kaba so kikɛ.
7,"Everywhere in the northern kingdom of Israel, Josiah tore down pagan altars and Asherah poles; he crushed idols to dust and smashed incense altars. Then Josiah went back to Jerusalem. Hilkiah Finds The Book of God's Law (",E daŋ bure ebɔrɛsure nɛ kegbirche Ashira be mpɔrduli nɛ a wɔ Israɛl be kelargato be esoso be kaba so be efuli so kikɛ nna nseŋ kɔr agbir na to nseŋ bɛa ebɔrɛsure nɛ baa chɔɔ eduwu amo so na to kpachɛrkpachɛrbi. E ka wora loŋ n loge nɛ e bɛta n yɔ Jerusalɛm.
9,"These three men went to Hilkiah the high priest. They gave him the money that the Levite guards had collected from the people of West Manasseh, Ephraim, and the rest of Israel, as well as those living in Judah, Benjamin, and Jerusalem.","Le be basa asa ere daŋ ta amansherbi nɛ Livaiebi nɛ baa keni bɔrɛlambu be mbunaana so na daŋ sɔ ashi Manase be epeŋitɔrkpa be kaba so be basa, nɛ Efrayim nɛ Israɛl be basa nɛ b ka na, nɛ bekama nɛ b wɔ Juda nɛ Bɛnjamin nɛ Jerusalɛm na, nna n ya sa bɔrɛmatapo nimuso Hilkiya."
10,"Then the money was turned over to the men who supervised the repairs to the temple. They used some of it to pay the workers,","Loŋ be amansherbi na nɛ b ta n sa benyɛn asa nɛ baa keni bɔrɛlambu na be kelɔnɛ be kushuŋ so na, nɛ bumo alɛ ta amo n sa"
11,"and they gave the rest of it to the carpenters and builders, who used it to buy the stone and wood they needed to repair the other buildings that Judah's kings had not taken care of.",ekapɛnta nɛ bepɔrpo na fanɛ b tɔ ajembu nɛ ndibi n lɔŋɛ ebu nɛ Juda be bewura na shin nɛ k jija na.
12,"The workers were honest, and their supervisors were Jahath and Obadiah from the Levite clan of Merari, and Zechariah and Meshullam from the Levite clan of Kohath. Other Levites, who were all skilled musicians,","Basa nɛ b daŋ shuŋ kushuŋ na daŋ ji kashenteŋ ga. Livai be basa ana e daa keni bumo so. Basa ana na e daa la Jahaf nɛ Obadaya nɛ b shi Mɛrari be kabuna na, nɛ Zakareya nɛ Meshulam nɛ b shi Kohaf be kabuna na. Livaiebi ko malɛ nɛ b nyi nshɛ be keboŋ ga na"
13,were in charge of carrying supplies and supervising the workers. Other Levites were appointed to stand guard around the temple.,"e daa keni basa nɛ baa sulɔ ajembu nɛ ndibi nɛ b kɔ a pɔr na nɛ bumo nɛ baa shuŋ ashuŋ be yiri yiri na so, nɛ beko malɛ la besibɛpo nɛ beko malɛ bee keni mbunaana na so."
14,"While the money was being given to these supervisors, Hilkiah found the book that contained the laws that the Lord had given to Moses.","B ka lara amansherbi na ebu nɛ baa ta asɔ a wɔtɔ na to, nɛ bɔrɛmatapo Hilkiya wu Enyɛnpe Ebɔrɛ be mbra be kawɔl nɛ e ta n sa Mosis dra dra na ashi keshishɛrsawule na so na."
15,"Hilkiah handed the book to Shaphan the official and said, “Look what I found here in the temple—The Book of God's Law.”",Hilkiya daŋ ta kawɔl na nna n sa Shafan nɛ e la esibɛpo ashi ewura be laŋ to na nseŋ kaŋɛ le: “N wu mbra be kawɔl ere bɔrɛlambu to nna.”
17,They have collected the money from the temple and have given it to the men supervising the repairs.,An ta amansherbi nɛ a wɔ bɔrɛlambu na to na n sa beshumpo na nɛ basa nɛ baa keni bumo so na kikɛ.”
18,"But there's something else, Your Majesty. The priest Hilkiah gave me this book.” Then Shaphan read it aloud.",Kumo be kaman nɛ e naŋ kaŋɛ le: “Bɔrɛmatapo Hilkiya e ta kawɔl ere n sa ma.” Nseŋ kraŋ kumo awɔrso n sa ewura na.
19,"When Josiah heard what was in The Book of God's Law, he tore his clothes in sorrow.","Ewura na ka nu kusɔ nɛ k wɔ mbra be kawɔl na to na, nɛ e kpɛa mbe epiŋi to kagbenejijaso,"
21,"“The Lord must be furious with me and everyone else in Israel and Judah, because our ancestors did not obey the laws written in this book. Go find out what the Lord wants us to do.”",“Enyɛnpe Ebɔrɛ na be agbo beeŋ ba wɔ ma nɛ ma basa kama nɛ b kra wɔ Israɛl nɛ Juda na so ga ŋkpal an nananyɛnana ka maŋ nu n sa mo nseŋ kini kewora kusɔ nɛ kawɔl ere bee ŋini fanɛ b wora na so. Amoso men ya bishi n fin kusɔ nɛ Enyɛnpe Ebɔrɛ na bee sha fanɛ an wora.”
24,"“Josiah, I am the Lord! And I intend to punish this country and everyone in it, just as this book says.",le be kubɔya nɛ k shi Enyɛnpe Ebɔrɛ kutɔ ere. E yɛ Ebɔrɛ yɛ: “Meeŋ gberge Juda be basa kikɛ kusoe fanɛ kananɛ b kraŋ kawɔl na to ashi Juda be ewura be anishito na.
25,The people of Judah and Israel have rejected me. They have offered sacrifices to foreign gods and have worshiped their own idols. I can't stand it any longer. I am furious.,"Ŋkpal b ka kini ma nsaa lara esarga a sa efuli pɔtɛana be agbirana so ma agbo kaa ga. Kusɔ nɛ b wora na so, ma agbo maaŋ wushi kikɛ."
27,"“Josiah, listen to what I am going to do. I noticed how sad you were when you heard that this country and its people would be completely wiped out. You even tore your clothes in sorrow, and I heard you cry.","nseŋ chɛrga fo nfɛra m bar fo kumu kaseto ŋ kpɛa fo asɔbuuso to kagbenejijaso a shu ŋkpal ŋ ka kaŋɛ fanɛ meeŋ gberge Juda be basa kusoe so. N nu fo kabɔrɛkule,"
28,"So before I destroy this place, I will let you die in peace.” The men left and reported to Josiah what Huldah had said. Josiah Reads The Book of God's Law (","amoso kasogberge nɛ ŋ kɔ a ba Juda be basa so na maaŋ ba, ama fo wu kagbenewushiso nna pɔɛŋ.” Ndoŋ nna nɛ basa na ta kubɔya na m ba sa ewura Josaya. Ewura Josaya ka kre kewora Enyɛnpe Ebɔrɛ kasonu be asheŋ ("
29,King Josiah called together the leaders of Judah and Jerusalem.,Ndoŋ nna nɛ ewura Josaya tre Juda nɛ Jerusalɛm be bejuŋkparpo na kikɛ m ba abar so
30,"Then he went to the Lord's temple, together with all the people of Judah and Jerusalem, the priests, and the Levites. Finally, when everybody was there, he read aloud The Book of God's Law that had been found in the temple.","nɛ mo nɛ bumo nɛ bɔrɛmatapoana na nɛ Livaiebi na nɛ basa nɛ b ka na, damawuraana nɛ betirpo kikɛ, n yɔ bɔrɛlambu na to. B ka shɛr na nɛ ewura na kraŋ Ebɔrɛ be ŋkre be kawɔl nɛ b daŋ wu bɔrɛlambu na to na bumo kikɛ be anishito."
33,"Josiah destroyed all the idols in the territories of Israel, and he commanded everyone in Israel to worship only the Lord God. The people did not turn away from the Lord God of their ancestors for the rest of Josiah's rule as king.","Ewura Josaya daŋ mur agbir nɛ Ebɔrɛ kishi ga na nna ashi Israɛl be kasawule na so kikɛ. Mo alɛ ka daa wɔ ŋkpa to na, e daŋ shin nna nɛ basa na bee shuŋ Enyɛnpe bumo nananyɛnana be Ebɔrɛ na nna."
23,"During the battle an Egyptian soldier shot Josiah with an arrow. Josiah told his servants, “Get me out of here! I've been hit.”","Kena na to nɛ Ijipt be benapo ko to atanyembi n da ewura Josaya. Ndoŋ nna nɛ e kaŋɛ mbe nyɛrbi le: “Men keta ma n lar nfe, ŋkpal manɛ so n doro ga!”"
21,"Neco sent the following message to Josiah: I'm not attacking you, king of Judah! We're not even at war. But God has told me to quickly attack my enemy. God is on my side, so if you try to stop me, he will punish you.","nɛ ewura Neeko ta le be kubɔya ere n sa ewura Josaya. E yɛ: “Juda be ewura, fo kɔnɔ maŋ ti kena nɛ mee kɔ ere so. Mannɛ fo nɛ m ba nɛ m ba kɔ, ndoŋana nɛ m ba nɛ m ba kɔ nɛ Ebɔrɛ kaŋɛ ma fanɛ n wora loŋ manaŋ. Ebɔrɛ wɔ ma kaman, amoso sa maŋ kuŋ ma akpa, nɛ mannɛ aloŋ e beeŋ mur fo.”"
1,"Josiah commanded that Passover be celebrated in Jerusalem to honor the Lord. So, on the fourteenth day of the first month, the lambs were killed for the Passover celebration.",Ewura Josaya daŋ yili kumo nna fanɛ b ji kebansonchoŋ be kejigboŋ na ashi Jerusalɛm m maŋkura Enyɛnpe Ebɔrɛ na; nɛ b mɔ kejigboŋ na be kubɔlpo na kufɔl sososo na be nchɛ kuduana na.
4,"Get ready to do the work that David and Solomon assigned to you, according to your clans.","Men wora shiriya mbuna mbuna so n shuŋ kushuŋ nɛ ewura Deevid nɛ mo pibinyɛn ewura Sɔlɔmɔn sa menyi na,"
6,"When the people bring you their Passover lamb, you must kill it and prepare it to be sacrificed to the Lord. Make sure the people celebrate according to the instructions that the Lord gave Moses, and don't do anything to make yourselves unclean and unacceptable.","Basa baŋ bar kebansonchoŋ be ekpakpafɔlbi nɛ mboe, menyi e daga fanɛ men mɔ amo n lɔŋɛ amo nseŋ fɔr menyi be amu so daŋkare be ekpa so pɔɛŋ n ta amo n lara sarga n sa Enyɛnpe Ebɔrɛ na, nseŋ shin nɛ Israɛlebi e bɛ keŋini nɛ Enyɛnpe Ebɔrɛ ta n sa Mosis na so n ji kejigboŋ na. Amoso men keta men be amu nɛnɛ, n sa maŋ wora kusɔ kama nɛ k beeŋ shin nɛ men wora eyurpi daŋkare be ekpa so.”"
8,"Josiah's officials also voluntarily gave some of their animals to the people, the priests, and the Levites as sacrifices. Hilkiah, Zechariah, and Jehiel, who were the officials in charge of the temple, gave the priests",Mbe benimuana na gba daŋ lara asɔbɔya nna n sa basa na nɛ bɔrɛmatapoana nɛ Livaiebi na. Hilkiya nɛ Zakareya nɛ Jehiɛl nɛ baa keni bɔrɛlambu na so na gba daŋ ta ekpakpafɔlbi nɛ mboe ŋgboŋ anyɔ nɛ alfa ashe nɛ egbolu alfa asa nna n sa bɔrɛmatapoana na fanɛ b ta n lara sarga kebansonchoŋ be kejigboŋ na be kachɛ na.
9,"Conaniah, his two brothers Shemaiah and Nethanel, as well as Hashabiah, Jeiel, and Jozabad were leaders of the Levites, and they gave the other Levites","Konaya nɛ Shemaya nɛ Natanɛl nɛ b la Konaya mo sipoana na, nɛ Hashabia nɛ Jeɛl nɛ Jozabad nɛ b la Livaiebi be benimu na gba daŋ bar ekpakpafɔlbi nɛ mboefɔlbi ŋgboŋ anu nɛ egbolu alfa anu nna m ba sa Livaiebi na fanɛ b ta n lara sarga."
10,"When everything was ready to celebrate Passover, the priests and the Levites stood where Josiah had told them.","B ka daŋ bela kusɔ kama ase n loge nsaa shin nɛ b ji kebansonchoŋ be kejigboŋ na, nɛ bɔrɛmatapoana na nɛ Livaiebi na ya yili bumo be eyilikpa nɛ ewura na daŋ sa bumo na."
11,"Then the Levites killed and skinned the Passover lambs, and they handed some of the blood to the priests, who splattered it on the altar.","B ka mɔ ekpakpafɔlbi na nɛ mboe na n loge, nɛ Livaiebi na bɛ amo nɛ bɔrɛmatapoana na malɛ ta amo be ŋklaŋ ŋ ŋmenyaŋ bɔrɛsure na so."
12,"The Levites set aside the parts of the animal that the worshipers needed for their sacrifices to please the Lord, just as the Law of Moses required. They also did the same thing with the bulls.",Ndoŋ nna nɛ b barga eblaŋ nɛ baaŋ ta n lara sarga chɔɔso na to n sa basa na kanaŋ kanaŋ nɛ ntuŋ ntuŋ so fanɛ kananɛ Mosis ŋini mbe mbra na to na gbagba chap. Loŋ koŋwule na nɛ b daŋ ta egbolu na gba n wora.
13,"They sacrificed the Passover animals on the altar and boiled the meat for the other offerings in pots, kettles, and pans. Then they quickly handed the meat to the people so they could eat it.","Livaiebi na daŋ tɔ kebansonchoŋ be kejigboŋ be esargablaŋ na edɛ to nna fanɛ kananɛ mbra na ŋini na gbagba chap, nseŋ chige amo manaŋ manaŋ n sa basa na. Mpuliya nɛ edadishani nɛ echeenshi nɛ b daŋ ta n daŋɛ eblaŋ nɛ a ka na bre."
14,"All day long, the priests were busy offering sacrifices and burning the animals' fat on the altar. And when everyone had finished, the Levites prepared Passover animals for themselves and for the priests.","Bɔrɛmatapoana na daŋ chɔɔ asɔbɔya nɛ baa chɔɔ kelelemuto na nna, nɛ asɔbɔya be eblaŋ lela nɛ baa chɔɔ a lara sarga na bɔrɛsure na so nna hale nɛ kanyɛ ya biri. B ka wora ade kikɛ n loge, nɛ Livaiebi na chige eblaŋ nɛ a ka na to n sa bumo be amu nɛ bɔrɛmatapoana nɛ b la Ɛɛrɔn be kaman to ebi na."
15,"During the celebration some of the Levites prepared Passover animals for the musicians and the guards, so that the Levite musicians would not have to leave their places, which had been assigned to them according to the instructions of David, Asaph, Heman, and Jeduthun the king's prophet. Even the guards at the temple gates did not have to leave their posts.","Livaiebi nɛ b la beshɛbompo nsaa shi Asaf be kabuna na bre daa wɔ kaboŋ nɛ ewura Deevid nɛ Asaf nɛ Heman nɛ Jedutum nɛ e la ewura Deevid be anebi na daŋ yili fanɛ b baa wɔ na nna. Bekumpo nɛ baa keni bɔrɛlambu na be mbuna so na gba daa maŋ yige bumo be ashuŋ, ŋkpal bumo braana Livaiebi na ka shuŋ kebansonchoŋ be kejigboŋ na be kushuŋ n sa bumo so."
16,"So on that day, Passover was celebrated to honor the Lord, and sacrifices were offered on the altar to him, just as Josiah had commanded.","Ewura Josaya daŋ shin nna nɛ b ji Kebansonchoŋ be kejigboŋ na, nseŋ chɔɔ esarga bɔrɛsure na so m bunyaŋ Enyɛnpe Ebɔrɛ na kananɛ b yili kumo dra dra na gbagba chap."
18,"People from Jerusalem and from towns all over Judah and Israel were there. Passover had not been observed like this since the days of Samuel the prophet. In fact, this was the greatest Passover celebration in Israel's history!","Baŋ yili anebi Samuɛl be jemanɛ so kikɛ, basa daŋ maŋ naŋ shɛr alegaiso n ji kebansonchoŋ be kejigboŋ loŋ kikɛ. Bewura nɛ b ji n choŋ na be ekama daŋ maŋ ji kebansonchoŋ be kejigboŋ fanɛ kananɛ ewura Josaya nɛ bɔrɛmatapoana nɛ Livaiebi nɛ Juda nɛ Israɛl nɛ Jerusalɛm be basa kikɛ chala n ji kumo na."
19,All these things happened in the eighteenth year of Josiah's rule in Judah. Josiah Dies in Battle (,Ewura Josaya ka ji kuwura be kafɛ kuduaburwasopo to nɛ b daŋ ji le be kejigboŋ ere. Ewura Josaya be kuwurji be lalaloge be asheŋ (
20,"Some time later, King Neco of Egypt led his army to the city of Carchemish on the Euphrates River. And Josiah led his troops north to meet the Egyptians in battle.","Ade kikɛ be kaman, saŋɛ nɛ ewura Josaya lɔŋɛ bɔrɛlambu na to n loge na, nɛ ewura Neeko nɛ e shi Ijipt be efuli so, juŋkpar mbe benapo n yɔ Kachimish nɛ k wɔ Yufreetes be lɔrgboŋ na ase na nɛ b ya kɔ kena. Nɛ ewura Josaya gba nɛ mbe benapo lar n yɔ nɛ b ya tu bumo ŋ kɔ,"
22,"But Josiah ignored Neco's warning, even though it came from God! Instead, he disguised himself and marched into battle against Neco in the valley near Megiddo.",Ama ewura Josaya bre daŋ baa yili kena na be kekɔ so nna. E daŋ kini kenu kusɔ nɛ Ebɔrɛ bɔla ewura Neeko so ŋ kaŋɛ na nna nseŋ chɛrga mbe asɔbuuso n yɔ Magido be kepla na so n ya kɔ ewura Neeko kena.
24,"They carried Josiah out of his chariot, then put him in the other chariot he had there and took him back to Jerusalem, where he soon died. He was buried beside his ancestors, and everyone in Judah and Jerusalem mourned his death.","Ndoŋ nna nɛ b lara mo gbaŋɛturko nɛ e daa wɔtɔ na to n wɔtɔ mbe gbaŋɛturko pɔtɛ to n yɔ Jerusalɛm. E ka wu, nɛ b ya puli mo kakpa nɛ baa puli bewura na, nɛ Juda nɛ Jerusalɛm be basa kikɛ shu mbe keeli."
25,"Jeremiah the prophet wrote a funeral song in honor of Josiah. And since then, anyone in Judah who mourns the death of Josiah sings that song. It is included in the collection of funeral songs.",Ndoŋ nna nɛ anebi Jɛremaya wora ewura Josaya be keeli be kashɛ. Israɛl be benyɛn nɛ beche kra boŋ kashɛ na a nyiŋi ewura Josaya be luwu saŋkama. Loŋ be kashɛ na wɔ Israɛlebi be nli be nshɛ be kawɔl to.
26,"Everything else Josiah did while he was king, including how he faithfully obeyed the Lord,","Ewura Josaya be kananɛ e ta mbe kumu m bɔɔ Enyɛnpe Ebɔrɛ enɔ nɛ kananɛ e daa wora kasonu a sa Enyɛnpe be mbra na,"
27,is written in The History of the Kings of Israel and Judah.,nɛ mbe sososo nɛ lalaloge kikɛ be kusɔ nɛ e wora kikɛ wɔ Israɛl nɛ Juda be bewura be adrasheŋ be nwɔl to.
23,"The message said: I am King Cyrus of Persia. The Lord God of heaven has made me the ruler of every nation on earth. He has also chosen me to build a temple for him in Jerusalem, which is in Judah. The Lord God will watch over any of his people who want to go back to Judah.","“Ma Sairus nɛ n la Pɛshiya be efuli so be ewurgboŋ na e naa kaŋɛ menyi le na fanɛ Enyɛnpe Ebɔrɛ nɛ e wɔ ebɔrɛso na e ta durnya ere kikɛ be kuwura m buu ma nseŋ ta bɔrɛlambu na be kepɔr ashi Jerusalɛm nɛ k wɔ Juda be efuli so na be kushuŋ n sa ma. Amoso, menyi bekama nɛ men la Ebɔrɛ be basa na e yɔ n ya lɔŋɛ bɔrɛlambu na m pɔr. Enyɛnpe menyi be Ebɔrɛ na e baa wɔ menyi kutɔ.”"
7,"Nebuchadnezzar also carried off many of the valuable things in the Lord's temple, and he put them in his palace in Babylon.",Ewura Nebukadneeza daŋ ta Enyɛnpe Ebɔrɛ be bɔrɛ lambu na to be asɔ lela nna n ya wɔtɔ mbe laŋ to ashi Babilɔn.
